"Date","Year","Month","Temp","Prec"
1961-01-01,1961,1,-4.85688543319702,33.920955657959
1961-02-01,1961,2,0.336637049913406,50.3198928833008
1961-03-01,1961,3,3.4154212474823,43.1100006103516
1961-04-01,1961,4,8.77564716339111,60.3549995422363
1961-05-01,1961,5,8.08565425872803,46.5592346191406
1961-06-01,1961,6,14.3155307769775,106.11873626709
1961-07-01,1961,7,13.5650672912598,17.5455112457275
1961-08-01,1961,8,14.2791023254395,36.1267967224121
1961-09-01,1961,9,13.95578956604,24.1043071746826
1961-10-01,1961,10,7.35393095016479,28.4612159729004
1961-11-01,1961,11,1.13466048240662,24.3349838256836
1961-12-01,1961,12,-4.50819635391235,45.3669319152832
1962-01-01,1962,1,-2.31909775733948,76.6205749511719
1962-02-01,1962,2,-3.96222043037415,89.9719543457031
1962-03-01,1962,3,-2.60865712165833,58.4926795959473
1962-04-01,1962,4,6.01613616943359,44.0345344543457
1962-05-01,1962,5,7.26293706893921,149.250473022461
1962-06-01,1962,6,11.6694087982178,44.1655464172363
1962-07-01,1962,7,13.06471824646,71.8256683349609
1962-08-01,1962,8,14.8758058547974,39.9053535461426
1962-09-01,1962,9,10.2067937850952,78.162727355957
1962-10-01,1962,10,6.55178070068359,20.2068920135498
1962-11-01,1962,11,0.0838347971439362,36.3826675415039
1962-12-01,1962,12,-6.62640619277954,65.5046005249023
1963-01-01,1963,1,-9.61315250396729,37.0120811462402
1963-02-01,1963,2,-7.96898794174194,18.2689323425293
1963-03-01,1963,3,-0.513298332691193,45.9551734924316
1963-04-01,1963,4,5.54633712768555,28.8032150268555
1963-05-01,1963,5,9.47744655609131,94.5398635864258
1963-06-01,1963,6,13.9101696014404,156.282989501953
1963-07-01,1963,7,15.9385251998901,60.8259162902832
1963-08-01,1963,8,14.0419540405273,108.63126373291
1963-09-01,1963,9,11.7867317199707,73.8839111328125
1963-10-01,1963,10,5.90463638305664,26.7278957366943
1963-11-01,1963,11,4.73422479629517,118.581474304199
1963-12-01,1963,12,-6.65160989761353,7.56859254837036
1964-01-01,1964,1,-5.63505363464355,8.1837215423584
1964-02-01,1964,2,-4.17572355270386,30.187032699585
1964-03-01,1964,3,-3.41180825233459,41.9563369750977
1964-04-01,1964,4,5.89217138290405,52.3834838867188
1964-05-01,1964,5,10.3717041015625,72.2229537963867
1964-06-01,1964,6,15.0528764724731,82.3372497558594
1964-07-01,1964,7,15.6045789718628,53.3055572509766
1964-08-01,1964,8,12.8567228317261,150.353088378906
1964-09-01,1964,9,10.7708654403687,30.9798851013184
