"Date","Year","Month","Temp","Prec"
1961-01-01,1961,1,-5.67130899429321,59.5509300231934
1961-02-01,1961,2,-1.50265169143677,49.063549041748
1961-03-01,1961,3,0.0680818110704422,93.5421676635742
1961-04-01,1961,4,5.74517107009888,42.2415084838867
1961-05-01,1961,5,5.16252946853638,101.057426452637
1961-06-01,1961,6,11.420560836792,96.9564056396484
1961-07-01,1961,7,9.53359985351562,56.464599609375
1961-08-01,1961,8,10.2869100570679,62.8672103881836
1961-09-01,1961,9,10.6924734115601,36.0095710754395
1961-10-01,1961,10,6.17490768432617,74.752799987793
1961-11-01,1961,11,0.0940189585089684,59.5090484619141
1961-12-01,1961,12,-6.17356109619141,102.057754516602
1962-01-01,1962,1,-4.73384141921997,94.4485855102539
1962-02-01,1962,2,-7.17273426055908,127.671180725098
1962-03-01,1962,3,-6.4727578163147,79.4119338989258
1962-04-01,1962,4,4.0494647026062,81.0457992553711
1962-05-01,1962,5,4.84109783172607,156.910827636719
1962-06-01,1962,6,8.01558876037598,53.8174324035645
1962-07-01,1962,7,10.5352277755737,60.4118614196777
1962-08-01,1962,8,12.235538482666,30.8805294036865
1962-09-01,1962,9,6.89773225784302,65.3072052001953
1962-10-01,1962,10,5.12734317779541,47.1706466674805
1962-11-01,1962,11,-0.622455596923828,103.719619750977
1962-12-01,1962,12,-7.01743459701538,72.4990692138672
1963-01-01,1963,1,-12.047755241394,40.6539649963379
1963-02-01,1963,2,-8.908935546875,15.952880859375
1963-03-01,1963,3,-4.01583099365234,29.0573463439941
1963-04-01,1963,4,2.67090129852295,36.1429176330566
1963-05-01,1963,5,8.2247428894043,149.349700927734
1963-06-01,1963,6,11.3082618713379,76.8383178710938
1963-07-01,1963,7,13.3993816375732,74.0537338256836
1963-08-01,1963,8,12.3579216003418,82.7487258911133
1963-09-01,1963,9,9.85841655731201,126.92259979248
1963-10-01,1963,10,3.11867094039917,43.692512512207
1963-11-01,1963,11,2.85659098625183,121.164962768555
1963-12-01,1963,12,-7.13889455795288,8.74997997283936
1964-01-01,1964,1,-6.29134798049927,12.3597097396851
1964-02-01,1964,2,-5.98145627975464,58.9022216796875
1964-03-01,1964,3,-5.64778900146484,48.4313354492188
1964-04-01,1964,4,3.5933530330658,38.7872428894043
1964-05-01,1964,5,7.1887321472168,57.2362365722656
1964-06-01,1964,6,12.7644605636597,156.248901367188
1964-07-01,1964,7,12.4316034317017,97.7297821044922
1964-08-01,1964,8,10.6449699401855,160.122360229492
1964-09-01,1964,9,7.64632558822632,31.0899868011475
1964-10-01,1964,10,3.10222673416138,176.84748840332
1964-11-01,1964,11,-0.560886919498444,123.575241088867
1964-12-01,1964,12,-3.90233635902405,45.2484397888184
1965-01-01,1965,1,-4.73366022109985,57.6406364440918
1965-02-01,1965,2,-10.5273885726929,102.890167236328
1965-03-01,1965,3,-3.34354472160339,36.7178421020508
1965-04-01,1965,4,0.580048441886902,114.798835754395
1965-05-01,1965,5,4.57506084442139,170.297958374023
1965-06-01,1965,6,10.0280952453613,160.866348266602
1965-07-01,1965,7,10.3524084091187,122.415397644043
1965-08-01,1965,8,9.47679901123047,41.3655204772949
1965-09-01,1965,9,9.17657470703125,88.2792587280273
1965-10-01,1965,10,4.23985958099365,11.459358215332
1965-11-01,1965,11,-3.63450479507446,63.5290985107422
1965-12-01,1965,12,-4.54623031616211,79.2023696899414
1966-01-01,1966,1,-8.18015480041504,91.6975555419922
1966-02-01,1966,2,0.539861619472504,77.5032119750977
1966-03-01,1966,3,-3.24656581878662,91.1468505859375
1966-04-01,1966,4,4.52033996582031,67.2788696289062
1966-05-01,1966,5,7.29332733154297,54.7973785400391
1966-06-01,1966,6,10.8795185089111,138.745727539062
1966-07-01,1966,7,11.2873992919922,225.131942749023
1966-08-01,1966,8,10.7219533920288,113.524383544922
1966-09-01,1966,9,8.37333106994629,34.3966941833496
1966-10-01,1966,10,7.51276159286499,50.9909362792969
1966-11-01,1966,11,-1.30739974975586,93.1720733642578
1966-12-01,1966,12,-4.28919124603271,134.440536499023
1967-01-01,1967,1,-5.86947536468506,42.1425437927246
1967-02-01,1967,2,-3.81845211982727,54.2178916931152
1967-03-01,1967,3,-0.914276838302612,90.6814651489258
1967-04-01,1967,4,1.84684538841248,100.78687286377
1967-05-01,1967,5,7.85776948928833,100.91854095459
1967-06-01,1967,6,10.4754343032837,69.5903015136719
1967-07-01,1967,7,13.4117012023926,161.445678710938
1967-08-01,1967,8,11.1856212615967,102.690170288086
1967-09-01,1967,9,10.3308877944946,105.873359680176
1967-10-01,1967,10,6.8574070930481,43.2387428283691
1967-11-01,1967,11,-0.178820833563805,41.9389762878418
1967-12-01,1967,12,-6.30554103851318,84.1707153320312
1968-01-01,1968,1,-8.25934600830078,88.8492431640625
1968-02-01,1968,2,-3.72988843917847,22.6328563690186
1968-03-01,1968,3,-1.44941556453705,40.8854141235352
1968-04-01,1968,4,3.85493779182434,25.1393909454346
1968-05-01,1968,5,6.61168575286865,155.150207519531
1968-06-01,1968,6,11.1592206954956,130.078765869141
1968-07-01,1968,7,10.2792749404907,160.500152587891
1968-08-01,1968,8,10.1624393463135,186.043548583984
1968-09-01,1968,9,7.99115467071533,78.2330703735352
1968-10-01,1968,10,4.15279245376587,37.3075141906738
1968-11-01,1968,11,2.30610752105713,64.4989852905273
1968-12-01,1968,12,-5.67743539810181,11.6825342178345
1969-01-01,1969,1,-3.81099081039429,30.6376457214355
1969-02-01,1969,2,-5.26364850997925,42.1327514648438
1969-03-01,1969,3,-4.50191450119019,71.1550903320312
