"Date","Year","Month","Temp","Prec"
1961-01-01,1961,1,-5.01033639907837,66.5985488891602
1961-02-01,1961,2,-1.45094442367554,64.132926940918
1961-03-01,1961,3,1.24008631706238,88.2077789306641
1961-04-01,1961,4,7.38929748535156,79.5489883422852
1961-05-01,1961,5,7.17499685287476,96.4285507202148
1961-06-01,1961,6,13.6556749343872,111.880432128906
1961-07-01,1961,7,12.0292892456055,126.918395996094
1961-08-01,1961,8,12.9735698699951,100.569374084473
1961-09-01,1961,9,12.9923210144043,45.4382171630859
1961-10-01,1961,10,7.79247665405273,57.3103446960449
1961-11-01,1961,11,0.874196827411652,55.2991104125977
1961-12-01,1961,12,-5.53243541717529,64.9567184448242
1962-01-01,1962,1,-3.9889669418335,93.2298355102539
1962-02-01,1962,2,-5.87588024139404,112.796745300293
1962-03-01,1962,3,-4.42561817169189,90.9658355712891
1962-04-01,1962,4,5.20682811737061,54.0730895996094
1962-05-01,1962,5,5.92877340316772,171.071731567383
1962-06-01,1962,6,10.7070207595825,48.99951171875
1962-07-01,1962,7,11.4003839492798,82.4310913085938
1962-08-01,1962,8,12.6883544921875,52.4296340942383
1962-09-01,1962,9,8.92009544372559,79.202018737793
1962-10-01,1962,10,6.38798856735229,36.314380645752
1962-11-01,1962,11,0.283960670232773,73.0986633300781
1962-12-01,1962,12,-7.00091457366943,97.2777709960938
1963-01-01,1963,1,-10.164568901062,37.6971817016602
1963-02-01,1963,2,-7.60045909881592,25.5231609344482
1963-03-01,1963,3,-2.24028444290161,38.6087417602539
1963-04-01,1963,4,4.40017509460449,20.0708789825439
1963-05-01,1963,5,9.47170257568359,148.769775390625
1963-06-01,1963,6,12.9172677993774,136.600967407227
1963-07-01,1963,7,15.3172302246094,46.5151519775391
1963-08-01,1963,8,13.64231300354,93.9142456054688
1963-09-01,1963,9,11.3554944992065,145.987686157227
1963-10-01,1963,10,5.00179624557495,52.7768592834473
1963-11-01,1963,11,4.05383014678955,144.953903198242
1963-12-01,1963,12,-7.04712343215942,8.75166416168213
1964-01-01,1964,1,-6.54840469360352,15.6214466094971
1964-02-01,1964,2,-4.82016515731812,53.4002647399902
1964-03-01,1964,3,-4.47183418273926,38.9330177307129
1964-04-01,1964,4,4.87791633605957,55.907844543457
1964-05-01,1964,5,9.34537506103516,84.349250793457
1964-06-01,1964,6,14.4971542358398,148.556518554688
1964-07-01,1964,7,14.5500774383545,74.9565734863281
1964-08-01,1964,8,11.5595140457153,257.226013183594
1964-09-01,1964,9,9.87741470336914,46.0455665588379
1964-10-01,1964,10,4.68421173095703,147.50617980957
1964-11-01,1964,11,0.501817286014557,131.85676574707
1964-12-01,1964,12,-3.81956362724304,44.060359954834
1965-01-01,1965,1,-3.56042742729187,119.267807006836
1965-02-01,1965,2,-7.85441160202026,104.361526489258
1965-03-01,1965,3,-1.9856470823288,61.9332885742188
1965-04-01,1965,4,2.65573263168335,94.7015609741211
1965-05-01,1965,5,6.52355289459229,228.839340209961
1965-06-01,1965,6,11.6786308288574,150.624649047852
1965-07-01,1965,7,11.9017276763916,160.076171875
1965-08-01,1965,8,12.1576843261719,77.4558639526367
1965-09-01,1965,9,10.8933658599854,64.4424667358398
1965-10-01,1965,10,5.38139772415161,15.3645601272583
1965-11-01,1965,11,-3.3360424041748,66.1157836914062
1965-12-01,1965,12,-3.00968146324158,160.31852722168
1966-01-01,1966,1,-7.96612071990967,57.4515266418457
1966-02-01,1966,2,0.778962314128876,112.912712097168
1966-03-01,1966,3,-1.50470459461212,103.072853088379
1966-04-01,1966,4,5.52108001708984,64.1482772827148
1966-05-01,1966,5,9.29735851287842,70.7884979248047
1966-06-01,1966,6,13.3105192184448,166.201126098633
1966-07-01,1966,7,12.9859571456909,162.311630249023
1966-08-01,1966,8,12.4819364547729,188.724502563477
1966-09-01,1966,9,9.17420768737793,68.5127563476562
1966-10-01,1966,10,9.28164291381836,62.1140518188477
1966-11-01,1966,11,-0.363476634025574,62.4023590087891
1966-12-01,1966,12,-3.35174608230591,231.705963134766
