"Date","Year","Month","Temp","Prec"
NA,1950,1,-5.32806439703751,72.2000010758638
NA,1951,1,-0.374838701299121,81.3000012114644
NA,1952,1,-2.18580640275632,86.5000012889504
NA,1953,1,-3.45677411628346,84.7000012621284
NA,1954,1,-8.97161270269463,48.3000007197261
NA,1955,1,-3.85096765585965,50.3000007495284
NA,1956,1,-2.60032252252342,29.8000004440546
NA,1957,1,-3.15258057469562,44.800000667572
NA,1958,1,-3.49612895411349,53.5000007972121
NA,1959,1,-3.13516122024626,70.4000010490417
NA,1960,1,-3.7754837865791,43.10000064224
NA,1961,1,-3.93645152491668,40.9000006094575
NA,1962,1,-2.28838704562476,61.3000009134412
NA,1963,1,-10.4212900896467,34.8000005185604
NA,1964,1,-6.78225791292085,15.3000002279878
NA,1965,1,-2.07838705031862,77.1000011488795
NA,1966,1,-6.63258049691156,64.5000009611249
NA,1967,1,-4.35096764468378,68.4000010192394
NA,1968,1,-5.48225794197811,90.6000013500452
NA,1969,1,-4.2512902275569,36.5000005438924
NA,1970,1,-3.90548378367337,30.0000004470348
NA,1971,1,-2.76419348660256,15.6000002324581
NA,1972,1,-4.05322571585496,27.3000004068017
NA,1973,1,-2.00193543912422,33.9000005051494
NA,1974,1,-0.368709669178051,101.200001507998
NA,1975,1,0.793870949997537,45.5000006780028
NA,1976,1,-3.47225798690511,155.700002320111
NA,1977,1,-1.719999961555,70.3000010475516
NA,1978,1,-2.16580640320336,30.7000004574656
NA,1979,1,-5.87999986857176,91.5000013634562
NA,1980,1,-5.52645148937741,38.7000005766749
NA,1981,1,-5.2477418181877,69.0000010281801
NA,1982,1,-5.54225794063701,55.3000008240342
NA,1983,1,0.314193541364324,110.600001648068
NA,1984,1,-2.31677414176445,75.7000011280179
NA,1985,1,-8.34354820060394,44.800000667572
NA,1986,1,-3.16870960659317,84.6000012606382
NA,1987,1,-10.0290320338982,84.9000012651086
NA,1988,1,0.739999983459711,49.100000731647
NA,1989,1,-2.22322575675864,33.1000004932284
NA,1990,1,-1.43580641952013,17.8000002652407
NA,1991,1,-1.90483866710096,17.5000002607703
NA,1992,1,-2.13064511366669,58.9000008776784
NA,1993,1,-2.26064511076097,50.9000007584691
NA,1994,1,0.404516119990618,93.900001399219
NA,1995,1,-3.35161282831142,113.300001688302
NA,1996,1,-4.75451602276054,24.100000359118
NA,1997,1,-4.33225796768262,20.2000003010035
NA,1998,1,-0.784193530859005,36.5000005438924
NA,1999,1,-1.64774189865397,32.3000004813075
NA,2000,1,-4.34516119320066,83.7000012472272
NA,2001,1,-1.94225802110328,54.0000008046627
NA,2002,1,-3.26580637861644,46.6000006943941
NA,2003,1,-3.92258055748478,94.8000014126301
NA,2004,1,-5.37645149273017,88.3000013157725
NA,2005,1,-2.67322574670036,123.500001840293
NA,2006,1,-6.47999985516071,56.3000008389354
NA,2007,1,1.46870964459114,127.500001899898
NA,2008,1,0.586774180432962,71.7000010684133
NA,2009,1,-3.76548378680262,37.4000005573034
NA,2010,1,-5.51161278003166,57.700000859797
NA,2011,1,-1.99677414891701,45.8000006824732
NA,2012,1,-2.34322575407643,174.400002598763
NA,2013,1,-3.60322572591324,94.70000141114
NA,2014,1,0.569354825983605,34.0000005066395
NA,2015,1,-0.59548385765764,87.2000012993813
NA,2016,1,-2.84645154928007,60.0000008940697
NA,2017,1,-6.93645145786145,38.6000005751848
NA,2018,1,0.757741918547019,36.7000005468726
NA,2019,1,-3.96870958871178,138.800002068281
NA,2020,1,-0.685806436283934,23.3000003471971
NA,2021,1,-2.00612898741759,80.6000012010336
NA,2022,1,-1.19870965062611,50.0000007450581
NA,2023,1,1.12999997474253,102.300001524389
NA,2024,1,-1.12451610389736,87.000001296401
NA,1950,2,-0.216785709440176,48.5000007227063
NA,1951,2,0.858928552230022,33.4000004976988
NA,1952,2,-3.446206819523,154.400002300739
NA,1953,2,-2.6310713697624,43.2000006437302
NA,1954,2,-7.91857125157757,3.20000004768372
NA,1955,2,-3.5439284922156,57.1000008508563
NA,1956,2,-12.1575859351533,48.4000007212162
NA,1957,2,0.664642842286932,79.5000011846423
NA,1958,2,-0.689285698878978,72.6000010818243
NA,1959,2,-3.51357135003699,16.6000002473593
NA,1960,2,-3.63517233254067,41.7000006213784
NA,1961,2,-0.423214276254709,92.6000013798475
NA,1962,2,-3.82964277154367,86.0000012814999
NA,1963,2,-7.54107126001535,26.4000003933907
NA,1964,2,-3.60862060899621,53.1000007912517
NA,1965,2,-7.07428555616311,62.8000009357929
NA,1966,2,3.09357135942472,88.700001321733
NA,1967,2,-1.77428567462734,67.1000009998679
NA,1968,2,-0.716551708121752,26.6000003963709
